,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,Fuel Consumption,CO2 Rating,Transmission_X,Vehicle Class_X,D,E,X,Z
314,Pickup truck: Standard,3.5,6,AS,X,11.7,4.0,3.0,13.0,0,0,1,0
315,Pickup truck: Standard,3.5,6,AS,X,12.0,4.0,3.0,13.0,0,0,1,0
316,Pickup truck: Standard,5.0,8,AS,X,12.8,3.0,3.0,13.0,0,0,1,0
317,Pickup truck: Standard,5.0,8,AS,E,17.9,4.0,3.0,13.0,0,1,0,0
318,Pickup truck: Standard,5.0,8,AS,X,12.9,3.0,3.0,13.0,0,0,1,0
319,Pickup truck: Standard,5.0,8,AS,E,17.4,4.0,3.0,13.0,0,1,0,0
320,Pickup truck: Standard,2.7,6,AS,X,11.7,4.0,3.0,13.0,0,0,1,0
321,Pickup truck: Standard,3.3,6,AS,X,11.8,4.0,3.0,13.0,0,0,1,0
322,Pickup truck: Standard,3.3,6,AS,E,15.4,5.0,3.0,13.0,0,1,0,0
323,Pickup truck: Standard,3.5,6,AS,X,12.1,4.0,3.0,13.0,0,0,1,0
324,Pickup truck: Standard,3.5,6,AS,X,13.0,3.0,3.0,13.0,0,0,1,0
325,Pickup truck: Standard,5.0,8,AS,X,12.9,3.0,3.0,13.0,0,0,1,0
326,Pickup truck: Standard,5.0,8,AS,E,18.1,3.0,3.0,13.0,0,1,0,0
327,Pickup truck: Standard,5.0,8,AS,X,13.1,3.0,3.0,13.0,0,0,1,0
328,Pickup truck: Standard,5.0,8,AS,E,17.8,4.0,3.0,13.0,0,1,0,0
329,Pickup truck: Standard,3.5,6,AS,X,14.6,3.0,3.0,13.0,0,0,1,0
330,Pickup truck: Standard,3.5,6,AS,X,15.2,2.0,3.0,13.0,0,0,1,0
331,Pickup truck: Standard,3.5,6,AS,X,15.3,2.0,3.0,13.0,0,0,1,0
332,Pickup truck: Standard,3.5,6,AS,X,15.8,2.0,3.0,13.0,0,0,1,0
333,Pickup truck: Standard,3.5,6,AS,X,13.2,3.0,3.0,13.0,0,0,1,0
334,Pickup truck: Standard,3.5,6,AS,X,13.3,3.0,3.0,13.0,0,0,1,0
335,Pickup truck: Standard,3.5,6,AS,X,9.7,5.0,3.0,13.0,0,0,1,0
336,Pickup truck: Standard,3.5,6,AS,X,10.2,5.0,3.0,13.0,0,0,1,0
337,Two-seater,3.5,6,AM,Z,16.7,2.0,1.0,0.0,0,0,0,1
338,Pickup truck: Small,2.0,4,A,X,9.6,5.0,4.0,11.0,0,0,1,0
339,Pickup truck: Small,2.5,4,AV,X,6.3,8.0,0.0,11.0,0,0,1,0
340,Subcompact,2.3,4,A,X,9.3,5.0,4.0,3.0,0,0,1,0
341,Subcompact,2.3,4,AS,X,10.3,5.0,3.0,3.0,0,0,1,0
342,Subcompact,2.3,4,M,X,10.0,5.0,2.0,3.0,0,0,1,0
343,Subcompact,2.3,4,M,X,10.5,5.0,2.0,3.0,0,0,1,0
344,Subcompact,5.0,8,AS,X,12.7,4.0,3.0,3.0,0,0,1,0
345,Subcompact,5.0,8,M,X,13.4,4.0,2.0,3.0,0,0,1,0
346,Subcompact,2.3,4,A,X,10.1,5.0,4.0,3.0,0,0,1,0
347,Subcompact,2.3,4,AS,X,10.4,5.0,3.0,3.0,0,0,1,0
348,Subcompact,2.3,4,AS,X,10.7,5.0,3.0,3.0,0,0,1,0
349,Subcompact,2.3,4,M,X,10.4,5.0,2.0,3.0,0,0,1,0
350,Subcompact,2.3,4,M,X,10.9,5.0,2.0,3.0,0,0,1,0
351,Subcompact,5.0,8,AS,X,13.4,3.0,3.0,3.0,0,0,1,0
352,Subcompact,5.0,8,AS,X,12.9,3.0,3.0,3.0,0,0,1,0
353,Subcompact,5.0,8,M,X,14.5,3.0,2.0,3.0,0,0,1,0
354,Pickup truck: Standard,2.3,4,AS,X,10.9,5.0,3.0,13.0,0,0,1,0
